measurement_id,analysis_tier,corpus,document_id,doi,site_id,latitude,longitude,property_id,property_russian,property,category_russian,category,value_num,value_text,unit_raw,unit_normalized,canonical_unit,normalization_status,qa_status,profile_label,horizon_label,depth_top_cm,depth_bottom_cm,method_raw,evidence_path,evidence_locator
measurement:table_single_reported_20260719:41e1c5cf968b3450abab,supported_document_single_reported_coordinate,pochvovedenie,pochvovedenie:Pochved1901011Pampura,,site:pochvovedenie:Pochved1901011Pampura:text:raw:ru_abbr:dms:0,49.0,44.18333333333333,organic_matter,органическое вещество (гумус),organic matter/humus,органическое вещество и углерод,organic,1.41,,%,%,%,source_unit_already_canonical,flagged,OCR table profile,,,,,Pochved1901011Pampura_p006_t03.json,"{""table_candidate_id"": ""pochvovedenie:Pochved1901011Pampura:table_json:Pochved1901011Pampura_p006_t03:split-header:pochvovedenie:Pochved1901011Pampura:table_json:Pochved1901011Pampura_p006_t02:r2:c1"", ""row_index"": 2, ""column_index"": 1, ""header"": ""Гумус, %"", ""row_label"": ""ВСса, 33–52"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:a26c96d4c70a7bbc4457,supported_document_single_reported_coordinate,pochvovedenie,pochvovedenie:Pochved1901011Pampura,,site:pochvovedenie:Pochved1901011Pampura:text:raw:ru_abbr:dms:0,49.0,44.18333333333333,organic_matter,органическое вещество (гумус),organic matter/humus,органическое вещество и углерод,organic,1.84,,%,%,%,source_unit_already_canonical,flagged,OCR table profile,,,,,Pochved1901011Pampura_p006_t03.json,"{""table_candidate_id"": ""pochvovedenie:Pochved1901011Pampura:table_json:Pochved1901011Pampura_p006_t03:split-header:pochvovedenie:Pochved1901011Pampura:table_json:Pochved1901011Pampura_p006_t02:r0:c1"", ""row_index"": 0, ""column_index"": 1, ""header"": ""Гумус, %"", ""row_label"": ""Ад, 0–6"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:a46ebec8e9995438c553,supported_document_single_reported_coordinate,pochvovedenie,pochvovedenie:Pochved1901011Pampura,,site:pochvovedenie:Pochved1901011Pampura:text:raw:ru_abbr:dms:0,49.0,44.18333333333333,organic_matter,органическое вещество (гумус),organic matter/humus,органическое вещество и углерод,organic,1.97,,%,%,%,source_unit_already_canonical,flagged,OCR table profile,,,,,Pochved1901011Pampura_p006_t03.json,"{""table_candidate_id"": ""pochvovedenie:Pochved1901011Pampura:table_json:Pochved1901011Pampura_p006_t03:split-header:pochvovedenie:Pochved1901011Pampura:table_json:Pochved1901011Pampura_p006_t02:r1:c1"", ""row_index"": 1, ""column_index"": 1, ""header"": ""Гумус, %"", ""row_label"": ""Апах, 6–33"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:2248bba0027c49f89c71,supported_document_single_reported_coordinate,pochvovedenie,pochvovedenie:Pochved1901016Vasilevich,,site:pochvovedenie:Pochved1901016Vasilevich:text:raw:ru_abbr:dms:0,67.05,62.93333333333333,ph_h2o,pH водной вытяжки,pH in water,кислотно-основные,acid_base,4.24,,pH,pH,pH,source_unit_already_canonical,flagged,OCR table profile,,40.0,60.0,,Pochved1901016Vasilevich_p003_t02.json,"{""table_candidate_id"": ""pochvovedenie:Pochved1901016Vasilevich:table_json:Pochved1901016Vasilevich_p003_t02:split-header:pochvovedenie:Pochved1901016Vasilevich:table_json:Pochved1901016Vasilevich_p003_t01:r3:c4"", ""row_index"": 3, ""column_index"": 4, ""header"": ""pH водный"", ""row_label"": ""40–60 | Гипново-осоковый Н | 30–50"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:2e1644aa0818a300256c,supported_document_single_reported_coordinate,pochvovedenie,pochvovedenie:Pochved1901016Vasilevich,,site:pochvovedenie:Pochved1901016Vasilevich:text:raw:ru_abbr:dms:0,67.05,62.93333333333333,ph_h2o,pH водной вытяжки,pH in water,кислотно-основные,acid_base,3.66,,pH,pH,pH,source_unit_already_canonical,flagged,OCR table profile,,20.0,40.0,,Pochved1901016Vasilevich_p003_t02.json,"{""table_candidate_id"": ""pochvovedenie:Pochved1901016Vasilevich:table_json:Pochved1901016Vasilevich_p003_t02:split-header:pochvovedenie:Pochved1901016Vasilevich:table_json:Pochved1901016Vasilevich_p003_t01:r2:c4"", ""row_index"": 2, ""column_index"": 4, ""header"": ""pH водный"", ""row_label"": ""20–40 | Осоковый Н | 30–35"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:603dc531aab37f5637a0,supported_document_single_reported_coordinate,pochvovedenie,pochvovedenie:Pochved1901016Vasilevich,,site:pochvovedenie:Pochved1901016Vasilevich:text:raw:ru_abbr:dms:0,67.05,62.93333333333333,ph_h2o,pH водной вытяжки,pH in water,кислотно-основные,acid_base,5.05,,pH,pH,pH,source_unit_already_canonical,flagged,OCR table profile,,60.0,80.0,,Pochved1901016Vasilevich_p003_t02.json,"{""table_candidate_id"": ""pochvovedenie:Pochved1901016Vasilevich:table_json:Pochved1901016Vasilevich_p003_t02:split-header:pochvovedenie:Pochved1901016Vasilevich:table_json:Pochved1901016Vasilevich_p003_t01:r4:c4"", ""row_index"": 4, ""column_index"": 4, ""header"": ""pH водный"", ""row_label"": ""60–80 | Кустарничково-осоковый Н мерзлый | 35–40"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:6b7294a3057074001a97,supported_document_single_reported_coordinate,pochvovedenie,pochvovedenie:Pochved1901016Vasilevich,,site:pochvovedenie:Pochved1901016Vasilevich:text:raw:ru_abbr:dms:0,67.05,62.93333333333333,ph_h2o,pH водной вытяжки,pH in water,кислотно-основные,acid_base,5.51,,pH,pH,pH,source_unit_already_canonical,flagged,OCR table profile,,175.0,200.0,,Pochved1901016Vasilevich_p003_t02.json,"{""table_candidate_id"": ""pochvovedenie:Pochved1901016Vasilevich:table_json:Pochved1901016Vasilevich_p003_t02:split-header:pochvovedenie:Pochved1901016Vasilevich:table_json:Pochved1901016Vasilevich_p003_t01:r8:c4"", ""row_index"": 8, ""column_index"": 4, ""header"": ""pH водный"", ""row_label"": ""175–200 | Хвощово-древесный Н мерзлый | Более 50 | –"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:7356c2f115442ef3dfc2,supported_document_single_reported_coordinate,pochvovedenie,pochvovedenie:Pochved1901016Vasilevich,,site:pochvovedenie:Pochved1901016Vasilevich:text:raw:ru_abbr:dms:0,67.05,62.93333333333333,ph_h2o,pH водной вытяжки,pH in water,кислотно-основные,acid_base,3.42,,pH,pH,pH,source_unit_already_canonical,flagged,OCR table profile,,5.0,20.0,,Pochved1901016Vasilevich_p003_t02.json,"{""table_candidate_id"": ""pochvovedenie:Pochved1901016Vasilevich:table_json:Pochved1901016Vasilevich_p003_t02:split-header:pochvovedenie:Pochved1901016Vasilevich:table_json:Pochved1901016Vasilevich_p003_t01:r1:c4"", ""row_index"": 1, ""column_index"": 4, ""header"": ""pH водный"", ""row_label"": ""5–20 | Переходный (П) кустарничковопушицевый | 40–45"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:af0ebf580f76cc35e1a7,supported_document_single_reported_coordinate,pochvovedenie,pochvovedenie:Pochved1901016Vasilevich,,site:pochvovedenie:Pochved1901016Vasilevich:text:raw:ru_abbr:dms:0,67.05,62.93333333333333,ph_h2o,pH водной вытяжки,pH in water,кислотно-основные,acid_base,5.0,,pH,pH,pH,source_unit_already_canonical,flagged,OCR table profile,,80.0,100.0,,Pochved1901016Vasilevich_p003_t02.json,"{""table_candidate_id"": ""pochvovedenie:Pochved1901016Vasilevich:table_json:Pochved1901016Vasilevich_p003_t02:split-header:pochvovedenie:Pochved1901016Vasilevich:table_json:Pochved1901016Vasilevich_p003_t01:r5:c4"", ""row_index"": 5, ""column_index"": 4, ""header"": ""pH водный"", ""row_label"": ""80–100 | Осоковый Н мерзлый"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:c199d54725df22be2df9,supported_document_single_reported_coordinate,pochvovedenie,pochvovedenie:Pochved1901016Vasilevich,,site:pochvovedenie:Pochved1901016Vasilevich:text:raw:ru_abbr:dms:0,67.05,62.93333333333333,ph_h2o,pH водной вытяжки,pH in water,кислотно-основные,acid_base,3.61,,pH,pH,pH,source_unit_already_canonical,flagged,OCR table profile,,0.0,5.0,,Pochved1901016Vasilevich_p003_t02.json,"{""table_candidate_id"": ""pochvovedenie:Pochved1901016Vasilevich:table_json:Pochved1901016Vasilevich_p003_t02:split-header:pochvovedenie:Pochved1901016Vasilevich:table_json:Pochved1901016Vasilevich_p003_t01:r0:c4"", ""row_index"": 0, ""column_index"": 4, ""header"": ""pH водный"", ""row_label"": ""0–5 | Верховой (В) политриховый | 20–25"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:d7c292a4d2792306b533,supported_document_single_reported_coordinate,pochvovedenie,pochvovedenie:Pochved1901016Vasilevich,,site:pochvovedenie:Pochved1901016Vasilevich:text:raw:ru_abbr:dms:0,67.05,62.93333333333333,ph_h2o,pH водной вытяжки,pH in water,кислотно-основные,acid_base,5.32,,pH,pH,pH,source_unit_already_canonical,flagged,OCR table profile,,150.0,175.0,,Pochved1901016Vasilevich_p003_t02.json,"{""table_candidate_id"": ""pochvovedenie:Pochved1901016Vasilevich:table_json:Pochved1901016Vasilevich_p003_t02:split-header:pochvovedenie:Pochved1901016Vasilevich:table_json:Pochved1901016Vasilevich_p003_t01:r7:c4"", ""row_index"": 7, ""column_index"": 4, ""header"": ""pH водный"", ""row_label"": ""150–175 | Древесно-осоковый Н мерзлый | 40–45"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:f9bd67f4fba95fc17d6a,supported_document_single_reported_coordinate,pochvovedenie,pochvovedenie:Pochved1901016Vasilevich,,site:pochvovedenie:Pochved1901016Vasilevich:text:raw:ru_abbr:dms:0,67.05,62.93333333333333,ph_h2o,pH водной вытяжки,pH in water,кислотно-основные,acid_base,5.47,,pH,pH,pH,source_unit_already_canonical,flagged,OCR table profile,,100.0,150.0,,Pochved1901016Vasilevich_p003_t02.json,"{""table_candidate_id"": ""pochvovedenie:Pochved1901016Vasilevich:table_json:Pochved1901016Vasilevich_p003_t02:split-header:pochvovedenie:Pochved1901016Vasilevich:table_json:Pochved1901016Vasilevich_p003_t01:r6:c4"", ""row_index"": 6, ""column_index"": 4, ""header"": ""pH водный"", ""row_label"": ""100–150 | Древесно-осоковый Н мерзлый | 35–40"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:14978ae737cefa4d0903,supported_document_single_reported_coordinate,pochvovedenie,pochvovedenie:Pochved1902004Dubovik,,site:pochvovedenie:Pochved1902004Dubovik:text:raw:ru_abbr:dms:0,51.516666666666666,36.11666666666667,organic_matter,органическое вещество (гумус),organic matter/humus,органическое вещество и углерод,organic,4.55,,%,%,%,source_unit_already_canonical,flagged,OCR table profile,,,,,soil_properties_extracted.json#article=Pochved1902004Dubovik,"{""table_candidate_id"": ""tablecand:pochv-v2fixed:Pochved1902004Dubovik:t001:00001"", ""row_index"": -1, ""column_index"": -1, ""header"": ""Содержание\nгумуса в слое\n0–50 см, %"", ""row_label"": ""{\""legacy_extractor\"": \""v2_extraction_fixed\"", \""recovery\"": \""fixed_header\"", \""aligned\"": true, \""horizon_resolved\"": false, \""value_flag\"": \""embedded\"", \""source_cell_resolution\"": \""legacy_parser_output\"", \""raw_table_json_available\"": [\""Pochved1902004Dubovik_p003_t01.json\""]}"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:1b0b79394760d422384f,supported_document_single_reported_coordinate,pochvovedenie,pochvovedenie:Pochved1902004Dubovik,,site:pochvovedenie:Pochved1902004Dubovik:text:raw:ru_abbr:dms:0,51.516666666666666,36.11666666666667,organic_matter,органическое вещество (гумус),organic matter/humus,органическое вещество и углерод,organic,4.6,,%,%,%,source_unit_already_canonical,flagged,OCR table profile,,,,,soil_properties_extracted.json#article=Pochved1902004Dubovik,"{""table_candidate_id"": ""tablecand:pochv-v2fixed:Pochved1902004Dubovik:t001:00004"", ""row_index"": -1, ""column_index"": -1, ""header"": ""Содержание\nгумуса в слое\n0–50 см, %"", ""row_label"": ""{\""legacy_extractor\"": \""v2_extraction_fixed\"", \""recovery\"": \""fixed_header\"", \""aligned\"": true, \""horizon_resolved\"": false, \""value_flag\"": \""embedded\"", \""source_cell_resolution\"": \""legacy_parser_output\"", \""raw_table_json_available\"": [\""Pochved1902004Dubovik_p003_t01.json\""]}"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:2da8625a019423020dba,supported_document_single_reported_coordinate,pochvovedenie,pochvovedenie:Pochved1902004Dubovik,,site:pochvovedenie:Pochved1902004Dubovik:text:raw:ru_abbr:dms:0,51.516666666666666,36.11666666666667,organic_matter,органическое вещество (гумус),organic matter/humus,органическое вещество и углерод,organic,4.64,,%,%,%,source_unit_already_canonical,flagged,OCR table profile,,,,,soil_properties_extracted.json#article=Pochved1902004Dubovik,"{""table_candidate_id"": ""tablecand:pochv-v2fixed:Pochved1902004Dubovik:t001:00002"", ""row_index"": -1, ""column_index"": -1, ""header"": ""Содержание\nгумуса в слое\n0–50 см, %"", ""row_label"": ""{\""legacy_extractor\"": \""v2_extraction_fixed\"", \""recovery\"": \""fixed_header\"", \""aligned\"": true, \""horizon_resolved\"": false, \""value_flag\"": \""embedded\"", \""source_cell_resolution\"": \""legacy_parser_output\"", \""raw_table_json_available\"": [\""Pochved1902004Dubovik_p003_t01.json\""]}"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:79f5bdec45ee7d26638b,supported_document_single_reported_coordinate,pochvovedenie,pochvovedenie:Pochved1902004Dubovik,,site:pochvovedenie:Pochved1902004Dubovik:text:raw:ru_abbr:dms:0,51.516666666666666,36.11666666666667,organic_matter,органическое вещество (гумус),organic matter/humus,органическое вещество и углерод,organic,4.06,,%,%,%,source_unit_already_canonical,flagged,OCR table profile,,,,,soil_properties_extracted.json#article=Pochved1902004Dubovik,"{""table_candidate_id"": ""tablecand:pochv-v2fixed:Pochved1902004Dubovik:t001:00005"", ""row_index"": -1, ""column_index"": -1, ""header"": ""Содержание\nгумуса в слое\n0–50 см, %"", ""row_label"": ""{\""legacy_extractor\"": \""v2_extraction_fixed\"", \""recovery\"": \""fixed_header\"", \""aligned\"": true, \""horizon_resolved\"": false, \""value_flag\"": \""embedded\"", \""source_cell_resolution\"": \""legacy_parser_output\"", \""raw_table_json_available\"": [\""Pochved1902004Dubovik_p003_t01.json\""]}"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:7fa15bd0379ac34e40c9,supported_document_single_reported_coordinate,pochvovedenie,pochvovedenie:Pochved1902004Dubovik,,site:pochvovedenie:Pochved1902004Dubovik:text:raw:ru_abbr:dms:0,51.516666666666666,36.11666666666667,organic_matter,органическое вещество (гумус),organic matter/humus,органическое вещество и углерод,organic,3.52,,%,%,%,source_unit_already_canonical,flagged,OCR table profile,,,,,soil_properties_extracted.json#article=Pochved1902004Dubovik,"{""table_candidate_id"": ""tablecand:pochv-v2fixed:Pochved1902004Dubovik:t001:00000"", ""row_index"": -1, ""column_index"": -1, ""header"": ""Содержание\nгумуса в слое\n0–50 см, %"", ""row_label"": ""{\""legacy_extractor\"": \""v2_extraction_fixed\"", \""recovery\"": \""fixed_header\"", \""aligned\"": true, \""horizon_resolved\"": false, \""value_flag\"": \""embedded\"", \""source_cell_resolution\"": \""legacy_parser_output\"", \""raw_table_json_available\"": [\""Pochved1902004Dubovik_p003_t01.json\""]}"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:83e0f594c2e5e710d56e,supported_document_single_reported_coordinate,pochvovedenie,pochvovedenie:Pochved1902004Dubovik,,site:pochvovedenie:Pochved1902004Dubovik:text:raw:ru_abbr:dms:0,51.516666666666666,36.11666666666667,organic_matter,органическое вещество (гумус),organic matter/humus,органическое вещество и углерод,organic,3.51,,%,%,%,source_unit_already_canonical,flagged,OCR table profile,,,,,soil_properties_extracted.json#article=Pochved1902004Dubovik,"{""table_candidate_id"": ""tablecand:pochv-v2fixed:Pochved1902004Dubovik:t001:00006"", ""row_index"": -1, ""column_index"": -1, ""header"": ""Содержание\nгумуса в слое\n0–50 см, %"", ""row_label"": ""{\""legacy_extractor\"": \""v2_extraction_fixed\"", \""recovery\"": \""fixed_header\"", \""aligned\"": true, \""horizon_resolved\"": false, \""value_flag\"": \""embedded\"", \""source_cell_resolution\"": \""legacy_parser_output\"", \""raw_table_json_available\"": [\""Pochved1902004Dubovik_p003_t01.json\""]}"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:d92fe3ab8ac94738c5a5,supported_document_single_reported_coordinate,pochvovedenie,pochvovedenie:Pochved1902004Dubovik,,site:pochvovedenie:Pochved1902004Dubovik:text:raw:ru_abbr:dms:0,51.516666666666666,36.11666666666667,organic_matter,органическое вещество (гумус),organic matter/humus,органическое вещество и углерод,organic,5.22,,%,%,%,source_unit_already_canonical,flagged,OCR table profile,,,,,soil_properties_extracted.json#article=Pochved1902004Dubovik,"{""table_candidate_id"": ""tablecand:pochv-v2fixed:Pochved1902004Dubovik:t001:00003"", ""row_index"": -1, ""column_index"": -1, ""header"": ""Содержание\nгумуса в слое\n0–50 см, %"", ""row_label"": ""{\""legacy_extractor\"": \""v2_extraction_fixed\"", \""recovery\"": \""fixed_header\"", \""aligned\"": true, \""horizon_resolved\"": false, \""value_flag\"": \""ok\"", \""source_cell_resolution\"": \""legacy_parser_output\"", \""raw_table_json_available\"": [\""Pochved1902004Dubovik_p003_t01.json\""]}"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:1003ec5f3228e5f9d8ff,supported_document_single_reported_coordinate,pochvovedenie,pochvovedenie:Pochved2002007Khodzhaeva,,site:pochvovedenie:Pochved2002007Khodzhaeva:text:raw:ru_abbr:dms:0,71.21666666666667,149.41666666666666,ph_h2o,pH водной вытяжки,pH in water,кислотно-основные,acid_base,5.0,,pH,pH,pH,source_unit_already_canonical,flagged,OCR table profile,,36.0,63.0,,Pochved2002007Khodzhaeva_p003_t01.json,"{""table_candidate_id"": ""pochvovedenie:Pochved2002007Khodzhaeva:table_json:Pochved2002007Khodzhaeva_p003_t01:tm:r5:c6"", ""row_index"": 5, ""column_index"": 6, ""header"": ""pH\nH O\n2 Не опр."", ""row_label"": ""[T] | 36–63 | 17.0 ± 5.5 | 2.0 ± 0.8 | 31.1 ± 9.0"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:66b21ba0a7c5ac2e3af2,supported_document_single_reported_coordinate,pochvovedenie,pochvovedenie:Pochved2002007Khodzhaeva,,site:pochvovedenie:Pochved2002007Khodzhaeva:text:raw:ru_abbr:dms:0,71.21666666666667,149.41666666666666,ph_h2o,pH водной вытяжки,pH in water,кислотно-основные,acid_base,5.2,,pH,pH,pH,source_unit_already_canonical,flagged,OCR table profile,,12.0,36.0,,Pochved2002007Khodzhaeva_p003_t01.json,"{""table_candidate_id"": ""pochvovedenie:Pochved2002007Khodzhaeva:table_json:Pochved2002007Khodzhaeva_p003_t01:tm:r4:c6"", ""row_index"": 4, ""column_index"": 6, ""header"": ""pH\nH O\n2 Не опр."", ""row_label"": ""@ | 12–36 | 6.3 ± 0.4 | 0.4 ± 0.1 | 14.6 ± 1.1"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:89e12a6753f1ea803ee3,supported_document_single_reported_coordinate,pochvovedenie,pochvovedenie:Pochved2002007Khodzhaeva,,site:pochvovedenie:Pochved2002007Khodzhaeva:text:raw:ru_abbr:dms:0,71.21666666666667,149.41666666666666,ph_h2o,pH водной вытяжки,pH in water,кислотно-основные,acid_base,4.4,,pH,pH,pH,source_unit_already_canonical,flagged,OCR table profile,,6.0,12.0,,Pochved2002007Khodzhaeva_p003_t01.json,"{""table_candidate_id"": ""pochvovedenie:Pochved2002007Khodzhaeva:table_json:Pochved2002007Khodzhaeva_p003_t01:tm:r2:c6"", ""row_index"": 2, ""column_index"": 6, ""header"": ""pH\nH O\n2 Не опр."", ""row_label"": ""АО | 6–12 | 9.0 ± 1.2 | 0.7 ± 0.1 | 19.5 ± 1.9"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:ab0a4adbe451185df558,supported_document_single_reported_coordinate,pochvovedenie,pochvovedenie:Pochved2002007Khodzhaeva,,site:pochvovedenie:Pochved2002007Khodzhaeva:text:raw:ru_abbr:dms:0,71.21666666666667,149.41666666666666,ph_h2o,pH водной вытяжки,pH in water,кислотно-основные,acid_base,4.9,,pH,pH,pH,source_unit_already_canonical,flagged,OCR table profile,,12.0,63.0,,Pochved2002007Khodzhaeva_p003_t01.json,"{""table_candidate_id"": ""pochvovedenie:Pochved2002007Khodzhaeva:table_json:Pochved2002007Khodzhaeva_p003_t01:tm:r3:c6"", ""row_index"": 3, ""column_index"": 6, ""header"": ""pH\nH O\n2 Не опр."", ""row_label"": ""CR | 12–63 | 3.3 ± 0.5 | 0.1 ± 0.04 | 7.3 ± 0.5"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:22fb9d24270f33876ccb,supported_document_single_reported_coordinate,pochvovedenie,pochvovedenie:Pochved2007014Skvortsova,,site:pochvovedenie:Pochved2007014Skvortsova:text:raw:variant:leading_dms:0,56.098333333333336,37.82416666666667,organic_matter,органическое вещество (гумус),organic matter/humus,органическое вещество и углерод,organic,5.72,,%,%,%,source_unit_already_canonical,flagged,OCR table profile,,0.0,4.0,,Pochved2007014Skvortsova_p003_t02.json,"{""table_candidate_id"": ""pochvovedenie:Pochved2007014Skvortsova:table_json:Pochved2007014Skvortsova_p003_t02:tm:r2:c3"", ""row_index"": 2, ""column_index"": 3, ""header"": ""Гумус, %"", ""row_label"": ""АY | 0–4"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:3f396b432521e104e846,supported_document_single_reported_coordinate,pochvovedenie,pochvovedenie:Pochved2007014Skvortsova,,site:pochvovedenie:Pochved2007014Skvortsova:text:raw:variant:leading_dms:0,56.098333333333336,37.82416666666667,organic_matter,органическое вещество (гумус),organic matter/humus,органическое вещество и углерод,organic,0.31,,%,%,%,source_unit_already_canonical,flagged,OCR table profile,,30.0,40.0,,Pochved2007014Skvortsova_p003_t02.json,"{""table_candidate_id"": ""pochvovedenie:Pochved2007014Skvortsova:table_json:Pochved2007014Skvortsova_p003_t02:tm:r5:c3"", ""row_index"": 5, ""column_index"": 3, ""header"": ""Гумус, %"", ""row_label"": ""ВEL | 30–40"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:785eb5ea19082ec9495b,supported_document_single_reported_coordinate,pochvovedenie,pochvovedenie:Pochved2007014Skvortsova,,site:pochvovedenie:Pochved2007014Skvortsova:text:raw:variant:leading_dms:0,56.098333333333336,37.82416666666667,organic_matter,органическое вещество (гумус),organic matter/humus,органическое вещество и углерод,organic,0.16,,%,%,%,source_unit_already_canonical,flagged,OCR table profile,,50.0,60.0,,Pochved2007014Skvortsova_p003_t02.json,"{""table_candidate_id"": ""pochvovedenie:Pochved2007014Skvortsova:table_json:Pochved2007014Skvortsova_p003_t02:tm:r6:c3"", ""row_index"": 6, ""column_index"": 3, ""header"": ""Гумус, %"", ""row_label"": ""ВT1 | 50–60"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:7e66f20ecf899012d14e,supported_document_single_reported_coordinate,pochvovedenie,pochvovedenie:Pochved2007014Skvortsova,,site:pochvovedenie:Pochved2007014Skvortsova:text:raw:variant:leading_dms:0,56.098333333333336,37.82416666666667,organic_matter,органическое вещество (гумус),organic matter/humus,органическое вещество и углерод,organic,1.58,,%,%,%,source_unit_already_canonical,flagged,OCR table profile,,150.0,155.0,,Pochved2007014Skvortsova_p003_t02.json,"{""table_candidate_id"": ""pochvovedenie:Pochved2007014Skvortsova:table_json:Pochved2007014Skvortsova_p003_t02:tm:r8:c3"", ""row_index"": 8, ""column_index"": 3, ""header"": ""Гумус, %"", ""row_label"": ""С | 150–155"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:8a59a2f2e9aa78e93f6f,supported_document_single_reported_coordinate,pochvovedenie,pochvovedenie:Pochved2007014Skvortsova,,site:pochvovedenie:Pochved2007014Skvortsova:text:raw:variant:leading_dms:0,56.098333333333336,37.82416666666667,organic_matter,органическое вещество (гумус),organic matter/humus,органическое вещество и углерод,organic,0.84,,%,%,%,source_unit_already_canonical,flagged,OCR table profile,,70.0,80.0,,Pochved2007014Skvortsova_p003_t02.json,"{""table_candidate_id"": ""pochvovedenie:Pochved2007014Skvortsova:table_json:Pochved2007014Skvortsova_p003_t02:tm:r7:c3"", ""row_index"": 7, ""column_index"": 3, ""header"": ""Гумус, %"", ""row_label"": ""ВT2 | 70–80"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:b2cff488dabca416cd6e,supported_document_single_reported_coordinate,pochvovedenie,pochvovedenie:Pochved2007014Skvortsova,,site:pochvovedenie:Pochved2007014Skvortsova:text:raw:variant:leading_dms:0,56.098333333333336,37.82416666666667,organic_matter,органическое вещество (гумус),organic matter/humus,органическое вещество и углерод,organic,0.42,,%,%,%,source_unit_already_canonical,flagged,OCR table profile,,17.0,23.0,,Pochved2007014Skvortsova_p003_t02.json,"{""table_candidate_id"": ""pochvovedenie:Pochved2007014Skvortsova:table_json:Pochved2007014Skvortsova_p003_t02:tm:r4:c3"", ""row_index"": 4, ""column_index"": 3, ""header"": ""Гумус, %"", ""row_label"": ""EL | 17–23"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table_single_reported_20260719:ed7e07796df605488a73,supported_document_single_reported_coordinate,pochvovedenie,pochvovedenie:Pochved2007014Skvortsova,,site:pochvovedenie:Pochved2007014Skvortsova:text:raw:variant:leading_dms:0,56.098333333333336,37.82416666666667,organic_matter,органическое вещество (гумус),organic matter/humus,органическое вещество и углерод,organic,1.11,,%,%,%,source_unit_already_canonical,flagged,OCR table profile,,6.0,12.0,,Pochved2007014Skvortsova_p003_t02.json,"{""table_candidate_id"": ""pochvovedenie:Pochved2007014Skvortsova:table_json:Pochved2007014Skvortsova_p003_t02:tm:r3:c3"", ""row_index"": 3, ""column_index"": 3, ""header"": ""Гумус, %"", ""row_label"": ""АEL | 6–12"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
